"id","line_no","original_line","mutated_line","source_filepath"
"bcel_6472",161,"if (type == Type.BOOLEAN || type == Type.CHAR || type == Type.BYTE || type == Type.SHORT) {","if (type == Type.BOOLEAN || false || type == Type.BYTE || type == Type.SHORT) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6473",161,"if (type == Type.BOOLEAN || type == Type.CHAR || type == Type.BYTE || type == Type.SHORT) {","if (type == Type.BOOLEAN || true || type == Type.BYTE || type == Type.SHORT) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6474",161,"if (type == Type.BOOLEAN || type == Type.CHAR || type == Type.BYTE || type == Type.SHORT) {","if (type == Type.BOOLEAN || type == Type.CHAR || false || type == Type.SHORT) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6475",161,"if (type == Type.BOOLEAN || type == Type.CHAR || type == Type.BYTE || type == Type.SHORT) {","if (type == Type.BOOLEAN || type == Type.CHAR || true || type == Type.SHORT) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6476",161,"if (type == Type.BOOLEAN || type == Type.CHAR || type == Type.BYTE || type == Type.SHORT) {","if (type == Type.BOOLEAN || type == Type.CHAR || type == Type.BYTE || false) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6477",161,"if (type == Type.BOOLEAN || type == Type.CHAR || type == Type.BYTE || type == Type.SHORT) {","if (type == Type.BOOLEAN || type == Type.CHAR || type == Type.BYTE || true) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6478",164,"if (slotsUsed() >= maxStack) {","if (slotsUsed() > maxStack) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6479",164,"if (slotsUsed() >= maxStack) {","if (false) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6480",164,"if (slotsUsed() >= maxStack) {","if (true) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6481",175,"return stack.size();","return 0;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6482",188,"for (int i=0; i<stack.size(); i++) {","for (int i=0; i<=stack.size(); i++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6483",188,"for (int i=0; i<stack.size(); i++) {","for (int i=0; false; i++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6484",188,"for (int i=0; i<stack.size(); i++) {","for (int i=0; true; i++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6485",191,"return slots;","return 0;","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6486",205,"for (int i=0; i<size(); i++) {","for (int i=0; i<=size(); i++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6487",205,"for (int i=0; i<size(); i++) {","for (int i=0; false; i++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6488",205,"for (int i=0; i<size(); i++) {","for (int i=0; true; i++) {","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6489",211,"return sb.toString();","return """";","org/apache/bcel/verifier/structurals/OperandStack.java"
"bcel_6490",83,"v.visitSignature(this);","// removed call to visitSignature()","org/apache/bcel/classfile/Signature.java"
"bcel_6491",267,"return (Attribute) clone();","return null;","org/apache/bcel/classfile/Signature.java"
"bcel_6492",95,"super.dump(file);","// removed call to dump()","org/apache/bcel/classfile/Signature.java"
"bcel_6493",96,"file.writeShort(signatureIndex);","// removed call to writeShort()","org/apache/bcel/classfile/Signature.java"
"bcel_6494",122,"return c.getBytes();","return """";","org/apache/bcel/classfile/Signature.java"
"bcel_6495",104,"return signatureIndex;","return 0;","org/apache/bcel/classfile/Signature.java"
"bcel_6496",149,"return ch == 'T' || ch == 'L';","return false || ch == 'L';","org/apache/bcel/classfile/Signature.java"
"bcel_6497",149,"return ch == 'T' || ch == 'L';","return true || ch == 'L';","org/apache/bcel/classfile/Signature.java"
"bcel_6498",149,"return ch == 'T' || ch == 'L';","return ch == 'T' || false;","org/apache/bcel/classfile/Signature.java"
"bcel_6499",149,"return ch == 'T' || ch == 'L';","return ch == 'T' || true;","org/apache/bcel/classfile/Signature.java"
"bcel_6500",149,"return ch == 'T' || ch == 'L';","return true;","org/apache/bcel/classfile/Signature.java"
"bcel_6501",248,"return s.startsWith(""L"") && s.endsWith("">;"");","return s.startsWith(""L"") && false;","org/apache/bcel/classfile/Signature.java"
"bcel_6502",248,"return s.startsWith(""L"") && s.endsWith("">;"");","return s.startsWith(""L"") && true;","org/apache/bcel/classfile/Signature.java"
"bcel_6503",248,"return s.startsWith(""L"") && s.endsWith("">;"");","return false;","org/apache/bcel/classfile/Signature.java"
"bcel_6504",248,"return s.startsWith(""L"") && s.endsWith("">;"");","return true;","org/apache/bcel/classfile/Signature.java"
"bcel_6505",248,"return s.startsWith(""L"") && s.endsWith("">;"");","return true;","org/apache/bcel/classfile/Signature.java"
"bcel_6506",242,"return s.startsWith(""<"") && (s.indexOf(':') > 0);","return false;","org/apache/bcel/classfile/Signature.java"
"bcel_6507",242,"return s.startsWith(""<"") && (s.indexOf(':') > 0);","return true;","org/apache/bcel/classfile/Signature.java"
"bcel_6508",242,"return s.startsWith(""<"") && (s.indexOf(':') > 0);","return s.startsWith(""<"") && (s.indexOf(':') >= 0);","org/apache/bcel/classfile/Signature.java"
"bcel_6509",242,"return s.startsWith(""<"") && (s.indexOf(':') > 0);","return s.startsWith(""<"") && (false);","org/apache/bcel/classfile/Signature.java"
"bcel_6510",242,"return s.startsWith(""<"") && (s.indexOf(':') > 0);","return s.startsWith(""<"") && (true);","org/apache/bcel/classfile/Signature.java"
"bcel_6511",242,"return s.startsWith(""<"") && (s.indexOf(':') > 0);","return true;","org/apache/bcel/classfile/Signature.java"
"bcel_6512",198,"matchIdent(in, buf);","// removed call to matchIdent()","org/apache/bcel/classfile/Signature.java"
"bcel_6513",200,"if ((ch == '<') || ch == '(') { // Parameterized or method","if ((false) || ch == '(') { // Parameterized or method","org/apache/bcel/classfile/Signature.java"
"bcel_6514",200,"if ((ch == '<') || ch == '(') { // Parameterized or method","if ((true) || ch == '(') { // Parameterized or method","org/apache/bcel/classfile/Signature.java"
"bcel_6515",200,"if ((ch == '<') || ch == '(') { // Parameterized or method","if ((ch == '<') || false) { // Parameterized or method","org/apache/bcel/classfile/Signature.java"
"bcel_6516",200,"if ((ch == '<') || ch == '(') { // Parameterized or method","if ((ch == '<') || true) { // Parameterized or method","org/apache/bcel/classfile/Signature.java"
"bcel_6517",203,"matchGJIdent(in, buf);","// removed call to matchGJIdent()","org/apache/bcel/classfile/Signature.java"
"bcel_6518",204,"while (((ch = in.read()) != '>') && (ch != ')')) { // List of parameters","while ((false) && (ch != ')')) { // List of parameters","org/apache/bcel/classfile/Signature.java"
"bcel_6519",204,"while (((ch = in.read()) != '>') && (ch != ')')) { // List of parameters","while ((true) && (ch != ')')) { // List of parameters","org/apache/bcel/classfile/Signature.java"
"bcel_6520",204,"while (((ch = in.read()) != '>') && (ch != ')')) { // List of parameters","while (((ch = in.read()) != '>') && (false)) { // List of parameters","org/apache/bcel/classfile/Signature.java"
"bcel_6521",204,"while (((ch = in.read()) != '>') && (ch != ')')) { // List of parameters","while (((ch = in.read()) != '>') && (true)) { // List of parameters","org/apache/bcel/classfile/Signature.java"
"bcel_6522",205,"if (ch == -1) {","if (false) {","org/apache/bcel/classfile/Signature.java"
"bcel_6523",205,"if (ch == -1) {","if (true) {","org/apache/bcel/classfile/Signature.java"
"bcel_6524",211,"in.unread();","// removed call to unread()","org/apache/bcel/classfile/Signature.java"
"bcel_6525",212,"matchGJIdent(in, buf); // Recursive call","// Recursive call  // removed call to matchGJIdent()","org/apache/bcel/classfile/Signature.java"
"bcel_6526",217,"in.unread();","// removed call to unread()","org/apache/bcel/classfile/Signature.java"
"bcel_6527",220,"if (identStart(ch)) {","if (false) {","org/apache/bcel/classfile/Signature.java"
"bcel_6528",220,"if (identStart(ch)) {","if (true) {","org/apache/bcel/classfile/Signature.java"
"bcel_6529",221,"in.unread();","// removed call to unread()","org/apache/bcel/classfile/Signature.java"
"bcel_6530",222,"matchGJIdent(in, buf);","// removed call to matchGJIdent()","org/apache/bcel/classfile/Signature.java"
"bcel_6531",223,"} else if (ch == ')') {","} else if (false) {","org/apache/bcel/classfile/Signature.java"
"bcel_6532",223,"} else if (ch == ')') {","} else if (true) {","org/apache/bcel/classfile/Signature.java"
"bcel_6533",224,"in.unread();","// removed call to unread()","org/apache/bcel/classfile/Signature.java"
"bcel_6534",226,"} else if (ch != ';') {","} else if (false) {","org/apache/bcel/classfile/Signature.java"
"bcel_6535",226,"} else if (ch != ';') {","} else if (true) {","org/apache/bcel/classfile/Signature.java"
"bcel_6536",155,"if ((ch = in.read()) == -1) {","if (false) {","org/apache/bcel/classfile/Signature.java"
"bcel_6537",155,"if ((ch = in.read()) == -1) {","if (true) {","org/apache/bcel/classfile/Signature.java"
"bcel_6538",160,"if (!identStart(ch)) {","if (false) {","org/apache/bcel/classfile/Signature.java"
"bcel_6539",160,"if (!identStart(ch)) {","if (true) {","org/apache/bcel/classfile/Signature.java"
"bcel_6540",163,"while (Character.isJavaIdentifierPart((char) ch)) {","while (false) {","org/apache/bcel/classfile/Signature.java"
"bcel_6541",163,"while (Character.isJavaIdentifierPart((char) ch)) {","while (true) {","org/apache/bcel/classfile/Signature.java"
"bcel_6542",165,"count++;","count--;","org/apache/bcel/classfile/Signature.java"
"bcel_6543",168,"if (ch == ':') { // Ok, formal parameter","if (false) { // Ok, formal parameter","org/apache/bcel/classfile/Signature.java"
"bcel_6544",168,"if (ch == ':') { // Ok, formal parameter","if (true) { // Ok, formal parameter","org/apache/bcel/classfile/Signature.java"
"bcel_6545",172,"in.unread();","// removed call to unread()","org/apache/bcel/classfile/Signature.java"
"bcel_6546",175,"for (int i = 0; i < count; i++) {","for (int i = 0; i <= count; i++) {","org/apache/bcel/classfile/Signature.java"
"bcel_6547",175,"for (int i = 0; i < count; i++) {","for (int i = 0; false; i++) {","org/apache/bcel/classfile/Signature.java"
"bcel_6548",175,"for (int i = 0; i < count; i++) {","for (int i = 0; true; i++) {","org/apache/bcel/classfile/Signature.java"
"bcel_6549",176,"in.unread();","// removed call to unread()","org/apache/bcel/classfile/Signature.java"
"bcel_6550",187,"} while ((ch != -1) && (Character.isJavaIdentifierPart((char) ch) || (ch == '/')));","} while ((false) && (Character.isJavaIdentifierPart((char) ch) || (ch == '/')));","org/apache/bcel/classfile/Signature.java"
"bcel_6551",187,"} while ((ch != -1) && (Character.isJavaIdentifierPart((char) ch) || (ch == '/')));","} while ((true) && (Character.isJavaIdentifierPart((char) ch) || (ch == '/')));","org/apache/bcel/classfile/Signature.java"
"bcel_6552",187,"} while ((ch != -1) && (Character.isJavaIdentifierPart((char) ch) || (ch == '/')));","} while ((ch != -1) && (Character.isJavaIdentifierPart((char) ch) || (false)));","org/apache/bcel/classfile/Signature.java"
"bcel_6553",187,"} while ((ch != -1) && (Character.isJavaIdentifierPart((char) ch) || (ch == '/')));","} while ((ch != -1) && (Character.isJavaIdentifierPart((char) ch) || (true)));","org/apache/bcel/classfile/Signature.java"
"bcel_6554",187,"} while ((ch != -1) && (Character.isJavaIdentifierPart((char) ch) || (ch == '/')));","} while (false);","org/apache/bcel/classfile/Signature.java"
"bcel_6555",187,"} while ((ch != -1) && (Character.isJavaIdentifierPart((char) ch) || (ch == '/')));","} while (true);","org/apache/bcel/classfile/Signature.java"
"bcel_6556",190,"if (ch != -1) {","if (false) {","org/apache/bcel/classfile/Signature.java"
"bcel_6557",190,"if (ch != -1) {","if (true) {","org/apache/bcel/classfile/Signature.java"
"bcel_6558",191,"in.unread();","// removed call to unread()","org/apache/bcel/classfile/Signature.java"
"bcel_6559",258,"return ""Signature: "" + s;","return """";","org/apache/bcel/classfile/Signature.java"
"bcel_6560",235,"matchGJIdent(new MyByteArrayInputStream(s), buf);","matchGJIdent(new MyByteArrayInputStream(s), buf);  // removed call to matchGJIdent()","org/apache/bcel/classfile/Signature.java"
"bcel_6561",236,"return buf.toString();","return """";","org/apache/bcel/classfile/Signature.java"
"bcel_6562",136,"return new String(buf);","return """";","org/apache/bcel/classfile/Signature.java"
"bcel_6563",141,"if (pos > 0) {","if (pos >= 0) {","org/apache/bcel/classfile/Signature.java"
"bcel_6564",141,"if (pos > 0) {","if (false) {","org/apache/bcel/classfile/Signature.java"
"bcel_6565",141,"if (pos > 0) {","if (true) {","org/apache/bcel/classfile/Signature.java"
"bcel_6566",42,"for (int i=0; i<localVariableCount; i++) {","for (int i=0; i<=localVariableCount; i++) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6567",42,"for (int i=0; i<localVariableCount; i++) {","for (int i=0; false; i++) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6568",42,"for (int i=0; i<localVariableCount; i++) {","for (int i=0; true; i++) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6569",55,"for (int i=0; i<locals.length; i++) {","for (int i=0; i<=locals.length; i++) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6570",55,"for (int i=0; i<locals.length; i++) {","for (int i=0; false; i++) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6571",55,"for (int i=0; i<locals.length; i++) {","for (int i=0; true; i++) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6572",58,"return lvs;","return null;","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6573",113,"if (!(o instanceof LocalVariables)) {","if (!(false)) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6574",113,"if (!(o instanceof LocalVariables)) {","if (!(true)) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6575",114,"return false;","return true;","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6576",117,"if (this.locals.length != lv.locals.length) {","if (false) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6577",117,"if (this.locals.length != lv.locals.length) {","if (true) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6578",118,"return false;","return true;","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6579",120,"for (int i=0; i<this.locals.length; i++) {","for (int i=0; i<=this.locals.length; i++) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6580",120,"for (int i=0; i<this.locals.length; i++) {","for (int i=0; false; i++) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6581",120,"for (int i=0; i<this.locals.length; i++) {","for (int i=0; true; i++) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6582",121,"if (!this.locals[i].equals(lv.locals[i])) {","if (false) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
"bcel_6583",121,"if (!this.locals[i].equals(lv.locals[i])) {","if (true) {","org/apache/bcel/verifier/structurals/LocalVariables.java"
